RESPNUM,INTDATE,DAY,GATE,BAREA,AIRLINE,AIRLINE_CODE,DESTINATION,DEST_CODE,NETPRO,WEIGHT,HOWLONG,STRATA,STRATA_LBL,PEAK,PEAK_LBL,METHOD,METHOD_LBL,SAQ,SAQ_LBL,Q2PURP1,Q2PURP1_LBL,Q19AGE,Q19AGE_LBL,Q20GENDER,Q20GENDER_LBL,Q21INCOME,Q22FLY,Q22FLY_LBL,Q16LIVE,Q16LIVE_LBL,LANG,LANG_LBL,RESPNUM_PK,inferred_date,date_sk
90,17,Wed,45,C,AMERICAN,8,CHARLOTTE,11,10.0,1.0380333333,135.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,4,35-44,2,Female,4,1,Yes,3,In another region,1,English,90,2017-05-17,137
91,17,Wed,45,C,AMERICAN,8,CHARLOTTE,11,9.0,1.0380333333,90.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,6,55-64,1,Male,2,2,No,1,9-County Bay Area,1,English,91,2017-05-17,137
92,17,Wed,41,C,DELTA,15,SALT LAKE CITY,54,9.0,1.3045777778,95.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,5,Conference/convention,6,55-64,2,Female,1,2,No,3,In another region,1,English,92,2017-05-17,137
93,17,Wed,45,C,AMERICAN,8,CHARLOTTE,11,8.0,1.0380333333,100.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,1,Male,4,3,Don't know,1,9-County Bay Area,1,English,93,2017-05-17,137
94,17,Wed,41,C,DELTA,15,SALT LAKE CITY,54,9.0,1.3045777778,120.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,3,25-34,1,Male,2,2,No,3,In another region,1,English,94,2017-05-17,137
95,17,Wed,45,C,AMERICAN,8,CHARLOTTE,11,11.0,1.0380333333,90.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,6,55-64,2,Female,1,3,Don't know,1,9-County Bay Area,1,English,95,2017-05-17,137
96,17,Wed,41,C,DELTA,15,SALT LAKE CITY,54,10.0,1.3045777778,130.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,5,45-54,2,Female,2,2,No,3,In another region,1,English,96,2017-05-17,137
97,17,Wed,45,C,AMERICAN,8,CHARLOTTE,11,10.0,1.0380333333,75.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,1,Male,2,1,Yes,3,In another region,1,English,97,2017-05-17,137
98,17,Wed,45,C,AMERICAN,8,CHARLOTTE,11,8.0,1.0380333333,890.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,5,45-54,4,Blank/Multiple responses,0,4,,3,In another region,1,English,98,2017-05-17,137
99,17,Wed,45,C,AMERICAN,8,CHARLOTTE,11,9.0,1.0380333333,210.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,4,35-44,2,Female,2,2,No,3,In another region,1,English,99,2017-05-17,137
100,17,Wed,45,C,AMERICAN,8,CHARLOTTE,11,8.0,1.0380333333,105.0,1,AM (Flights departing before 11 am),2,Domestic off-peak (before 8 am or after 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,7,65 and over,1,Male,3,2,No,1,9-County Bay Area,1,English,100,2017-05-17,137
101,16,Tue,92,G,AIR CANADA,3,MONTREAL,40,10.0,0.2847177143,105.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,1,Interviewer Administered,3,Visit friends or relatives,2,18-24,1,Male,1,2,No,1,9-County Bay Area,1,English,101,2017-05-16,136
102,16,Tue,92,G,AIR CANADA,3,MONTREAL,40,10.0,0.2847177143,120.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,5,45-54,2,Female,0,1,Yes,3,In another region,1,English,102,2017-05-16,136
103,16,Tue,92,G,AIR CANADA,3,MONTREAL,40,10.0,0.2847177143,300.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,1,Interviewer Administered,3,Visit friends or relatives,7,65 and over,2,Female,2,2,No,2,Northern California outside the Bay Area,1,English,103,2017-05-16,136
104,16,Tue,92,G,AIR CANADA,3,MONTREAL,40,10.0,0.2847177143,210.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,3,25-34,1,Male,4,2,No,1,9-County Bay Area,1,English,104,2017-05-16,136
105,16,Tue,92,G,AIR CANADA,3,MONTREAL,40,9.0,0.2847177143,150.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,3,25-34,2,Female,1,2,No,3,In another region,1,English,105,2017-05-16,136
106,16,Tue,92,G,AIR CANADA,3,MONTREAL,40,9.0,0.2847177143,120.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,3,Visit friends or relatives,7,65 and over,1,Male,2,2,No,3,In another region,1,English,106,2017-05-16,136
107,16,Tue,92,G,AIR CANADA,3,MONTREAL,40,9.0,0.2847177143,150.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,3,Visit friends or relatives,7,65 and over,1,Male,4,2,No,1,9-County Bay Area,1,English,107,2017-05-16,136
108,16,Tue,92,G,AIR CANADA,3,MONTREAL,40,9.0,0.2847177143,150.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,3,Visit friends or relatives,3,25-34,1,Male,2,2,No,3,In another region,1,English,108,2017-05-16,136
109,16,Tue,92,G,AIR CANADA,3,MONTREAL,40,7.0,0.2847177143,135.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,2,Self Administered,5,Conference/convention,4,35-44,4,Blank/Multiple responses,2,2,No,1,9-County Bay Area,1,English,109,2017-05-16,136
110,15,Mon,25,B,SOUTHWEST,25,BURBANK,8,9.0,1.1156485207,75.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,3,25-34,2,Female,2,2,No,3,In another region,1,English,110,2017-05-15,135
111,15,Tue,92,G,AIR CANADA,3,MONTREAL,40,10.0,0.2847177143,55.0,1,AM (Flights departing before 11 am),3,International flights,1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,6,55-64,2,Female,4,2,No,3,In another region,1,English,111,2017-08-15,227
112,15,Mon,25,B,SOUTHWEST,25,BURBANK,8,10.0,1.1156485207,95.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,7,Other (specify),7,65 and over,1,Male,4,2,No,3,In another region,1,English,112,2017-05-15,135
113,17,Wed,58,D,AMERICAN,8,DALLAS-FT. WORTH,15,8.0,1.0380333333,90.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,7,65 and over,1,Male,3,2,No,1,9-County Bay Area,1,English,113,2017-05-17,137
114,17,Wed,58,D,AMERICAN,8,DALLAS-FT. WORTH,15,10.0,1.0380333333,125.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,2,Female,4,2,No,3,In another region,1,English,114,2017-05-17,137
115,15,Mon,25,B,SOUTHWEST,25,BURBANK,8,8.0,1.1156485207,45.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,6,55-64,1,Male,4,2,No,1,9-County Bay Area,1,English,115,2017-05-15,135
116,17,Wed,58,D,AMERICAN,8,DALLAS-FT. WORTH,15,9.0,1.0380333333,110.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,7,65 and over,1,Male,4,2,No,1,9-County Bay Area,1,English,116,2017-05-17,137
117,15,Mon,25,B,SOUTHWEST,25,BURBANK,8,10.0,1.1156485207,65.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,0,,7,65 and over,2,Female,2,2,No,3,In another region,1,English,117,2017-05-15,135
118,17,Wed,58,D,AMERICAN,8,DALLAS-FT. WORTH,15,10.0,1.0380333333,90.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,1,Male,2,2,No,1,9-County Bay Area,1,English,118,2017-05-17,137
119,15,Mon,25,B,SOUTHWEST,25,BURBANK,8,10.0,1.1156485207,80.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,4,35-44,1,Male,3,3,Don't know,1,9-County Bay Area,1,English,119,2017-05-15,135
120,17,Wed,58,D,AMERICAN,8,DALLAS-FT. WORTH,15,11.0,1.0380333333,,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,1,Male,3,1,Yes,3,In another region,1,English,120,2017-05-17,137
121,15,Mon,25,B,SOUTHWEST,25,BURBANK,8,9.0,1.1156485207,80.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,8,Don't Know / Refused,4,Blank/Multiple responses,0,4,,1,9-County Bay Area,1,English,121,2017-05-15,135
122,17,Wed,58,D,AMERICAN,8,DALLAS-FT. WORTH,15,9.0,1.0380333333,145.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,3,25-34,1,Male,1,2,No,1,9-County Bay Area,2,Spanish,122,2017-05-17,137
123,15,Mon,25,B,SOUTHWEST,25,BURBANK,8,7.0,1.1156485207,170.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,4,35-44,2,Female,3,2,No,1,9-County Bay Area,1,English,123,2017-05-15,135
124,15,Mon,25,B,SOUTHWEST,25,BURBANK,8,10.0,1.1156485207,110.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,4,Blank/Multiple responses,1,2,No,1,9-County Bay Area,1,English,124,2017-05-15,135
125,14,Sun,50,D,ALASKA,7,SEATTLE,60,10.0,0.493739881,147.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,6,55-64,1,Male,3,1,Yes,3,In another region,1,English,125,2017-05-14,134
126,15,Mon,25,B,SOUTHWEST,25,BURBANK,8,8.0,1.1156485207,95.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,6,Wedding/funeral/graduation/reunion,6,55-64,2,Female,4,2,No,3,In another region,1,English,126,2017-05-15,135
127,14,Sun,50,D,ALASKA,7,SEATTLE,60,9.0,0.493739881,117.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,2,18-24,1,Male,0,2,No,3,In another region,1,English,127,2017-05-14,134
129,14,Sun,50,D,ALASKA,7,SEATTLE,60,10.0,0.493739881,102.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,7,65 and over,1,Male,4,2,No,1,9-County Bay Area,1,English,129,2017-05-14,134
130,14,Sun,50,D,ALASKA,7,SEATTLE,60,0.0,0.493739881,162.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,2,18-24,1,Male,1,2,No,1,9-County Bay Area,1,English,130,2017-05-14,134
131,14,Sun,50,D,VIRGIN AMERICA,30,DENVER,16,10.0,1.4778779661,210.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,4,School/school event,2,18-24,1,Male,1,2,No,3,In another region,1,English,131,2017-05-14,134
132,14,Sun,50,D,ALASKA,7,SEATTLE,60,7.0,0.493739881,117.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,1,Male,3,2,No,3,In another region,1,English,132,2017-05-14,134
133,14,Sun,61,E,UNITED,28,LOS ANGELES,34,7.0,1.6329600946,160.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,3,25-34,1,Male,1,2,No,3,In another region,1,English,133,2017-05-14,134
134,14,Sun,50,D,VIRGIN AMERICA,30,DENVER,16,10.0,1.4778779661,150.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,3,Visit friends or relatives,6,55-64,1,Male,4,2,No,1,9-County Bay Area,1,English,134,2017-05-14,134
135,14,Sun,61,E,UNITED,28,LOS ANGELES,34,9.0,1.6329600946,130.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,5,45-54,1,Male,3,1,Yes,3,In another region,1,English,135,2017-05-14,134
136,14,Sun,50,D,VIRGIN AMERICA,30,DENVER,16,10.0,1.4778779661,120.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,3,Visit friends or relatives,3,25-34,2,Female,3,2,No,3,In another region,1,English,136,2017-05-14,134
137,14,Sun,61,E,UNITED,28,LOS ANGELES,34,7.0,1.6329600946,100.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,3,Visit friends or relatives,3,25-34,2,Female,1,2,No,1,9-County Bay Area,1,English,137,2017-05-14,134
139,14,Sun,61,E,UNITED,28,LOS ANGELES,34,6.0,1.6329600946,115.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,3,Visit friends or relatives,5,45-54,1,Male,2,2,No,3,In another region,1,English,139,2017-05-14,134
140,14,Sun,50,D,VIRGIN AMERICA,30,DENVER,16,8.0,1.4778779661,,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,2,Female,2,2,No,3,In another region,1,English,140,2017-05-14,134
141,14,Sun,61,E,UNITED,28,LOS ANGELES,34,10.0,1.6329600946,90.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,6,55-64,1,Male,4,1,Yes,1,9-County Bay Area,1,English,141,2017-05-14,134
142,14,Sun,61,E,UNITED,28,LOS ANGELES,34,10.0,1.6329600946,102.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,6,55-64,2,Female,4,3,Don't know,3,In another region,1,English,142,2017-05-14,134
143,14,Sun,50,D,VIRGIN AMERICA,30,DENVER,16,9.0,1.4778779661,120.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,7,65 and over,1,Male,2,2,No,3,In another region,1,English,143,2017-05-14,134
144,14,Sun,50,D,VIRGIN AMERICA,30,DENVER,16,7.0,1.4778779661,180.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,2,Female,0,2,No,3,In another region,1,English,144,2017-05-14,134
145,14,Sun,61,E,UNITED,28,LOS ANGELES,34,7.0,1.6329600946,190.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,1,Male,0,2,No,3,In another region,1,English,145,2017-05-14,134
146,14,Sun,61,E,UNITED,28,LOS ANGELES,34,10.0,1.6329600946,120.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,3,25-34,2,Female,2,3,Don't know,1,9-County Bay Area,1,English,146,2017-05-14,134
147,18,Thu,77,F,UNITED,28,BURBANK,8,8.0,1.6329600946,205.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,4,35-44,1,Male,2,2,No,3,In another region,1,English,147,2017-05-18,138
148,18,Thu,77,F,UNITED,28,BURBANK,8,10.0,1.6329600946,85.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,2,18-24,2,Female,1,2,No,3,In another region,1,English,148,2017-05-18,138
149,18,Thu,77,F,UNITED,28,BURBANK,8,9.0,1.6329600946,110.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,6,55-64,1,Male,3,2,No,3,In another region,1,English,149,2017-05-18,138
150,18,Thu,77,F,UNITED,28,BURBANK,8,9.0,1.6329600946,100.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,2,18-24,2,Female,2,2,No,1,9-County Bay Area,1,English,150,2017-05-18,138
151,18,Thu,77,F,UNITED,28,BURBANK,8,8.0,1.6329600946,100.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,0,,5,45-54,2,Female,2,1,Yes,3,In another region,1,English,151,2017-05-18,138
152,18,Thu,77,F,UNITED,28,BURBANK,8,8.0,1.6329600946,130.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,1,Male,1,2,No,3,In another region,1,English,152,2017-05-18,138
153,17,Wed,45,C,AMERICAN,8,PHOENIX,49,5.0,1.0380333333,95.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,3,25-34,1,Male,2,1,Yes,3,In another region,1,English,153,2017-05-17,137
154,17,Wed,45,C,AMERICAN,8,PHOENIX,49,10.0,1.0380333333,85.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,7,65 and over,4,Blank/Multiple responses,1,1,Yes,1,9-County Bay Area,1,English,154,2017-05-17,137
155,17,Wed,45,C,AMERICAN,8,PHOENIX,49,8.0,1.0380333333,95.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,7,65 and over,1,Male,2,2,No,3,In another region,1,English,155,2017-05-17,137
156,17,Wed,45,C,AMERICAN,8,PHOENIX,49,10.0,1.0380333333,155.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,3,25-34,2,Female,4,1,Yes,3,In another region,1,English,156,2017-05-17,137
157,17,Wed,45,C,AMERICAN,8,PHOENIX,49,5.0,1.0380333333,155.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,7,65 and over,1,Male,3,2,No,3,In another region,1,English,157,2017-05-17,137
158,17,Wed,45,C,AMERICAN,8,PHOENIX,49,10.0,1.0380333333,185.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,4,School/school event,2,18-24,1,Male,4,2,No,1,9-County Bay Area,1,English,158,2017-05-17,137
159,17,Wed,58,D,AMERICAN,8,LOS ANGELES,34,10.0,1.0380333333,220.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,4,35-44,1,Male,2,2,No,3,In another region,1,English,159,2017-05-17,137
160,17,Wed,45,C,AMERICAN,8,PHOENIX,49,10.0,1.0380333333,125.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,2,Female,2,2,No,3,In another region,1,English,160,2017-05-17,137
161,17,Wed,45,C,AMERICAN,8,PHOENIX,49,9.0,1.0380333333,95.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,2,Pleasure/Vacation/Recreation,6,55-64,1,Male,4,2,No,3,In another region,1,English,161,2017-05-17,137
162,17,Wed,45,C,AMERICAN,8,PHOENIX,49,10.0,1.0380333333,65.0,1,AM (Flights departing before 11 am),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,3,Visit friends or relatives,3,25-34,1,Male,2,2,No,3,In another region,1,English,162,2017-05-17,137
163,17,Wed,58,D,AMERICAN,8,LOS ANGELES,34,8.0,1.0380333333,130.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,5,45-54,1,Male,4,1,Yes,3,In another region,1,English,163,2017-05-17,137
164,18,Thu,11,A,KOREAN AIR LINES,21,SEOUL,61,8.0,0.723115625,200.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,1,Interviewer Administered,3,Visit friends or relatives,3,25-34,2,Female,0,2,No,3,In another region,1,English,164,2017-05-18,138
165,17,Wed,58,D,AMERICAN,8,LOS ANGELES,34,8.0,1.0380333333,115.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,1,Interviewer Administered,1,Business/Work/Job Interview,3,25-34,2,Female,4,2,No,3,In another region,1,English,165,2017-05-17,137
166,18,Thu,11,A,KOREAN AIR LINES,21,SEOUL,61,8.0,0.723115625,330.0,2,MID (Flights departing 11 am to 5 pm),3,International flights,1,At gate,1,Interviewer Administered,2,Pleasure/Vacation/Recreation,6,55-64,1,Male,2,2,No,3,In another region,1,English,166,2017-05-18,138
167,17,Wed,58,D,AMERICAN,8,LOS ANGELES,34,9.0,1.0380333333,160.0,2,MID (Flights departing 11 am to 5 pm),1,Domestic peak (depart 8 am to 1 pm),1,At gate,2,Self Administered,1,Business/Work/Job Interview,5,45-54,1,Male,2,1,Yes,1,9-County Bay Area,1,English,167,2017-05-17,137
